round_id,model_id,provider,replicate_index,option_id,allocation_bps,allocation_pct,allocation_rank,option_return,return_contribution,rationale
CB-2026-08-23-1W,anthropic-claude-fable-5,anthropic,1,CYBERSECURITY,3500,35.0,1,0.07422505122684653,0.025978767929396282,V3 selected model rank 1: overreaction with 60% estimated probability of beating SPY.
CB-2026-08-23-1W,anthropic-claude-fable-5,anthropic,1,AEROSPACE_DEFENSE,3500,35.0,2,-0.02163664908519447,-0.007572827179818064,V3 selected model rank 2: overreaction with 58% estimated probability of beating SPY.
CB-2026-08-23-1W,anthropic-claude-fable-5,anthropic,1,SP500,3000,30.0,3,0.004689100806801516,0.0014067302420404549,Deterministic SPY fallback for V3 slots without an eligible active candidate.
CB-2026-08-23-1W,anthropic-claude-opus-5,anthropic,1,CYBERSECURITY,3500,35.0,1,0.07422505122684653,0.025978767929396282,V3 selected model rank 1: overreaction with 58% estimated probability of beating SPY.
CB-2026-08-23-1W,anthropic-claude-opus-5,anthropic,1,AEROSPACE_DEFENSE,3500,35.0,2,-0.02163664908519447,-0.007572827179818064,V3 selected model rank 2: overreaction with 56% estimated probability of beating SPY.
CB-2026-08-23-1W,anthropic-claude-opus-5,anthropic,1,SP500,3000,30.0,3,0.004689100806801516,0.0014067302420404549,Deterministic SPY fallback for V3 slots without an eligible active candidate.
CB-2026-08-23-1W,google-gemini-3-1-pro,google,1,AEROSPACE_DEFENSE,3500,35.0,1,-0.02163664908519447,-0.007572827179818064,V3 selected model rank 1: overreaction with 60% estimated probability of beating SPY.
CB-2026-08-23-1W,google-gemini-3-1-pro,google,1,CYBERSECURITY,3500,35.0,2,0.07422505122684653,0.025978767929396282,V3 selected model rank 2: overreaction with 58% estimated probability of beating SPY.
CB-2026-08-23-1W,google-gemini-3-1-pro,google,1,SEMICONDUCTORS,3000,30.0,3,0.01797733153403902,0.005393199460211706,V3 selected model rank 3: overreaction with 55% estimated probability of beating SPY.
CB-2026-08-23-1W,openai-gpt-5-6-sol,openai,1,CYBERSECURITY,3500,35.0,1,0.07422505122684653,0.025978767929396282,V3 selected model rank 1: overreaction with 58% estimated probability of beating SPY.
CB-2026-08-23-1W,openai-gpt-5-6-sol,openai,1,AEROSPACE_DEFENSE,3500,35.0,2,-0.02163664908519447,-0.007572827179818064,V3 selected model rank 2: overreaction with 57% estimated probability of beating SPY.
CB-2026-08-23-1W,openai-gpt-5-6-sol,openai,1,AUTONOMOUS_ROBOTICS,3000,30.0,3,0.005499466469670811,0.0016498399409012432,V3 selected model rank 3: overreaction with 55% estimated probability of beating SPY.
CB-2026-08-23-1W,xai-grok-4-3,xai,1,METALS_MINING,3500,35.0,1,0.0022057966693642683,0.0007720288342774939,V3 selected model rank 1: overreaction with 62% estimated probability of beating SPY.
CB-2026-08-23-1W,xai-grok-4-3,xai,1,CYBERSECURITY,3500,35.0,2,0.07422505122684653,0.025978767929396282,V3 selected model rank 4: overreaction with 55% estimated probability of beating SPY.
CB-2026-08-23-1W,xai-grok-4-3,xai,1,SP500,3000,30.0,3,0.004689100806801516,0.0014067302420404549,Deterministic SPY fallback for V3 slots without an eligible active candidate.
CB-2026-08-23-1W,xai-grok-4-5,xai,1,AEROSPACE_DEFENSE,3500,35.0,1,-0.02163664908519447,-0.007572827179818064,V3 selected model rank 1: overreaction with 60% estimated probability of beating SPY.
CB-2026-08-23-1W,xai-grok-4-5,xai,1,CYBERSECURITY,3500,35.0,2,0.07422505122684653,0.025978767929396282,V3 selected model rank 2: overreaction with 58% estimated probability of beating SPY.
CB-2026-08-23-1W,xai-grok-4-5,xai,1,REGIONAL_BANKS,3000,30.0,3,-0.016051397022555536,-0.00481541910676666,V3 selected model rank 3: overreaction with 56% estimated probability of beating SPY.
CB-2026-08-23-1W,xai-grok-4-6,xai,1,AEROSPACE_DEFENSE,3500,35.0,1,-0.02163664908519447,-0.007572827179818064,V3 selected model rank 1: overreaction with 58% estimated probability of beating SPY.
CB-2026-08-23-1W,xai-grok-4-6,xai,1,CYBERSECURITY,3500,35.0,2,0.07422505122684653,0.025978767929396282,V3 selected model rank 2: overreaction with 56% estimated probability of beating SPY.
CB-2026-08-23-1W,xai-grok-4-6,xai,1,REGIONAL_BANKS,3000,30.0,3,-0.016051397022555536,-0.00481541910676666,V3 selected model rank 3: overreaction with 55% estimated probability of beating SPY.
