round_id,model_id,provider,replicate_index,option_id,allocation_bps,allocation_pct,allocation_rank,option_return,return_contribution,rationale
CB-2026-07-30-1M,anthropic-claude-fable-5,anthropic,1,SEMICONDUCTORS,2500,25.0,1,0.026368481985852288,0.006592120496463072,"Strongest prior trend (+49.5% prior active) with deep -17% recent pullback into Nvidia results Aug 26; strong AI capex confirmation from Microsoft, Amazon, Meta guidance."
CB-2026-07-30-1M,anthropic-claude-fable-5,anthropic,1,EQUAL_WEIGHT_SP500,3000,30.0,2,0.024654076501096966,0.00739622295032909,Breadth broadening: RSP beat SPY +1.16% (5d) and +1.91% (21d) with lowest equity volatility (11.2%) and shallow drawdown.
CB-2026-07-30-1M,anthropic-claude-fable-5,anthropic,1,LARGE_VALUE,2000,20.0,3,0.030393654349941457,0.0060787308699882915,"+4.1% 21d active return, near 52-week high, low volatility (12.2%) and shallow -2.4% drawdown; benefits from sticky-inflation, higher-yield regime."
CB-2026-07-30-1M,anthropic-claude-fable-5,anthropic,1,FINANCIALS,1500,15.0,4,0.019298245614035148,0.002894736842105272,"+7.0% 21d active return, only -1.0% off 52-week high, steepening curve (30y 5.22%) supports banks."
CB-2026-07-30-1M,anthropic-claude-fable-5,anthropic,1,SP500,1000,10.0,5,0.03729320533854552,0.003729320533854552,Benchmark ballast at record-adjacent levels with solid mega-cap earnings.
CB-2026-07-30-1M,anthropic-claude-opus-4-8,anthropic,1,FINANCIALS,3000,30.0,1,0.019298245614035148,0.005789473684210544,"Strong 21-day active return (+7.0%), low drawdown, deep recent pullback rank suggests continued broadening leadership with steepening curve."
CB-2026-07-30-1M,anthropic-claude-opus-4-8,anthropic,1,DIVIDEND,2500,25.0,2,0.044597430691197815,0.011149357672799454,"Defensive dividend equity with strongest 21-day active return (+6.0%), low beta 0.26, minimal drawdown; benefits from broadening rally away from mega-cap tech."
CB-2026-07-30-1M,anthropic-claude-opus-4-8,anthropic,1,EQUAL_WEIGHT_SP500,2500,25.0,3,0.024654076501096966,0.006163519125274242,"Equal-weight outperforming cap-weight (rsp_minus_spy_21s +1.91%), lowest volatility and drawdown; captures market breadth improvement."
CB-2026-07-30-1M,anthropic-claude-opus-4-8,anthropic,1,SP500,2000,20.0,4,0.03729320533854552,0.007458641067709104,Core benchmark anchor providing broad large-cap exposure at recovery highs.
CB-2026-07-30-1M,anthropic-claude-opus-5,anthropic,1,SP500,4000,40.0,1,0.03729320533854552,0.014917282135418208,"Core benchmark exposure amid strong mega-cap earnings (Microsoft, Apple, Amazon beats) and Nvidia catalyst Aug 26."
CB-2026-07-30-1M,anthropic-claude-opus-5,anthropic,1,EQUAL_WEIGHT_SP500,2500,25.0,2,0.024654076501096966,0.006163519125274242,Broadening breadth: RSP beating SPY on 5- and 21-session windows with lowest volatility and shallow drawdown.
CB-2026-07-30-1M,anthropic-claude-opus-5,anthropic,1,FINANCIALS,2000,20.0,3,0.019298245614035148,0.00385964912280703,"Strong 21-session active return (+7.0%), low volatility, minimal drawdown, near 52-week high, steep curve with 30-year at 5.22%."
CB-2026-07-30-1M,anthropic-claude-opus-5,anthropic,1,HEALTHCARE,1500,15.0,4,0.04672208615411422,0.007008312923117132,"Defensive diversifier with positive 21-session active return, shallowest drawdown (-3.7%) and low SPY beta."
CB-2026-07-30-1M,google-gemini-3-1-pro,google,1,SP500,4000,40.0,1,0.03729320533854552,0.014917282135418208,Core holding providing broad US equity exposure amid solid economic activity and resilient mega-cap tech earnings.
CB-2026-07-30-1M,google-gemini-3-1-pro,google,1,FINANCIALS,3000,30.0,2,0.019298245614035148,0.005789473684210544,"Benefiting from a stable rate environment and solid economic growth, with strong recent momentum."
CB-2026-07-30-1M,google-gemini-3-1-pro,google,1,HEALTHCARE,3000,30.0,3,0.04672208615411422,0.014016625846234265,Defensive growth characteristics offer a buffer against potential volatility while maintaining upside potential.
