round_id,run_id,model_id,provider,target_date,price_date,days_elapsed,run_type,submission_format,selected_option_id,holding_count,model_return,sp500_return,alpha_vs_sp500,price_status,published
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-7,anthropic,2026-06-18,2026-06-18,0,official,portfolio,SEMICONDUCTORS,5,0.0,0.0,0.0,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-8,anthropic,2026-06-18,2026-06-18,0,official,portfolio,SP500,5,0.0,0.0,0.0,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,google-gemini-3-1-pro,google,2026-06-18,2026-06-18,0,official,portfolio,SP500,4,0.0,0.0,0.0,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,openai-gpt-5-5,openai,2026-06-18,2026-06-18,0,official,portfolio,SEMICONDUCTORS,5,0.0,0.0,0.0,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,xai-grok-4-3,xai,2026-06-18,2026-06-18,0,official,portfolio,SEMICONDUCTORS,5,0.0,0.0,0.0,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-7,anthropic,2026-06-22,2026-06-22,4,official,portfolio,SEMICONDUCTORS,5,0.0035478637278868125,-0.0031470123470016542,0.006694876074888467,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-8,anthropic,2026-06-22,2026-06-22,4,official,portfolio,SP500,5,0.0015991637725037752,-0.0031470123470016542,0.004746176119505429,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,google-gemini-3-1-pro,google,2026-06-22,2026-06-22,4,official,portfolio,SP500,4,0.0017832859564233467,-0.0031470123470016542,0.004930298303425001,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,openai-gpt-5-5,openai,2026-06-22,2026-06-22,4,official,portfolio,SEMICONDUCTORS,5,0.0140469771107094,-0.0031470123470016542,0.017193989457711056,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,xai-grok-4-3,xai,2026-06-22,2026-06-22,4,official,portfolio,SEMICONDUCTORS,5,0.009331902602478858,-0.0031470123470016542,0.012478914949480512,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-7,anthropic,2026-06-23,2026-06-23,5,official,portfolio,SEMICONDUCTORS,5,-0.05785064205249078,-0.017623269143209108,-0.040227372909281675,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-8,anthropic,2026-06-23,2026-06-23,5,official,portfolio,SP500,5,-0.0314507237412609,-0.017623269143209108,-0.013827454598051792,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,google-gemini-3-1-pro,google,2026-06-23,2026-06-23,5,official,portfolio,SP500,4,-0.0454861378238964,-0.017623269143209108,-0.02786286868068729,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,openai-gpt-5-5,openai,2026-06-23,2026-06-23,5,official,portfolio,SEMICONDUCTORS,5,-0.05273471755239655,-0.017623269143209108,-0.035111448409187444,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,xai-grok-4-3,xai,2026-06-23,2026-06-23,5,official,portfolio,SEMICONDUCTORS,5,-0.03285034683968584,-0.017623269143209108,-0.015227077696476729,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-7,anthropic,2026-06-24,2026-06-24,6,official,portfolio,SEMICONDUCTORS,5,-0.057727811800513736,-0.01807858156788178,-0.039649230232631956,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-8,anthropic,2026-06-24,2026-06-24,6,official,portfolio,SP500,5,-0.03397306788695992,-0.01807858156788178,-0.015894486319078138,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,google-gemini-3-1-pro,google,2026-06-24,2026-06-24,6,official,portfolio,SP500,4,-0.044703625061436866,-0.01807858156788178,-0.026625043493555087,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,openai-gpt-5-5,openai,2026-06-24,2026-06-24,6,official,portfolio,SEMICONDUCTORS,5,-0.04941732100754895,-0.01807858156788178,-0.03133873943966717,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,xai-grok-4-3,xai,2026-06-24,2026-06-24,6,official,portfolio,SEMICONDUCTORS,5,-0.035438864605698985,-0.01807858156788178,-0.017360283037817205,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-7,anthropic,2026-06-25,2026-06-25,7,official,portfolio,SEMICONDUCTORS,5,-0.0361265798300496,-0.016659078126255555,-0.019467501703794042,complete,True
CB-2026-06-18-1M,official-20260618-no-fable,anthropic-claude-opus-4-8,anthropic,2026-06-25,2026-06-25,7,official,portfolio,SP500,5,-0.022430449277079878,-0.016659078126255555,-0.005771371150824323,complete,True
