round_id,target_date,price_date,option_id,symbol,price,price_source,published
CB-2026-08-21-1W,2026-08-21,2026-08-21,AEROSPACE_DEFENSE,ITA,237.33999633789062,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-21,2026-08-21,AUTONOMOUS_ROBOTICS,ARKQ,125.58000183105469,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-21,2026-08-21,BITCOIN_ETF,IBIT,43.68000030517578,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-21,2026-08-21,CASH,,1.0,cash,True
CB-2026-08-21-1W,2026-08-21,2026-08-21,CYBERSECURITY,CIBR,94.8499984741211,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-21,2026-08-21,ETHEREUM_ETF,ETHA,18.239999771118164,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-21,2026-08-21,SEMICONDUCTORS,SMH,560.4199829101562,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-21,2026-08-21,SOFTWARE,IGV,103.37000274658203,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-21,2026-08-21,SP500,SPY,765.719970703125,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-24,2026-08-24,AEROSPACE_DEFENSE,ITA,233.4,tiingo_eod,True
CB-2026-08-21-1W,2026-08-24,2026-08-24,AUTONOMOUS_ROBOTICS,ARKQ,121.83,tiingo_eod,True
CB-2026-08-21-1W,2026-08-24,2026-08-24,BITCOIN_ETF,IBIT,44.64,tiingo_eod,True
CB-2026-08-21-1W,2026-08-24,2026-08-24,CASH,,1.0,cash,True
CB-2026-08-21-1W,2026-08-24,2026-08-24,CYBERSECURITY,CIBR,93.23,tiingo_eod,True
CB-2026-08-21-1W,2026-08-24,2026-08-24,ETHEREUM_ETF,ETHA,18.66,tiingo_eod,True
CB-2026-08-21-1W,2026-08-24,2026-08-24,SEMICONDUCTORS,SMH,546.8,tiingo_eod,True
CB-2026-08-21-1W,2026-08-24,2026-08-24,SOFTWARE,IGV,102.45,tiingo_eod,True
CB-2026-08-21-1W,2026-08-24,2026-08-24,SP500,SPY,763.47,tiingo_eod,True
CB-2026-08-21-1W,2026-08-25,2026-08-25,AEROSPACE_DEFENSE,ITA,234.3,tiingo_eod,True
CB-2026-08-21-1W,2026-08-25,2026-08-25,AUTONOMOUS_ROBOTICS,ARKQ,122.74,tiingo_eod,True
CB-2026-08-21-1W,2026-08-25,2026-08-25,BITCOIN_ETF,IBIT,44.72,tiingo_eod,True
CB-2026-08-21-1W,2026-08-25,2026-08-25,CASH,,1.0,cash,True
CB-2026-08-21-1W,2026-08-25,2026-08-25,CYBERSECURITY,CIBR,92.46,tiingo_eod,True
CB-2026-08-21-1W,2026-08-25,2026-08-25,ETHEREUM_ETF,ETHA,18.6,tiingo_eod,True
CB-2026-08-21-1W,2026-08-25,2026-08-25,SEMICONDUCTORS,SMH,555.82,tiingo_eod,True
CB-2026-08-21-1W,2026-08-25,2026-08-25,SOFTWARE,IGV,101.85,tiingo_eod,True
CB-2026-08-21-1W,2026-08-25,2026-08-25,SP500,SPY,765.91,tiingo_eod,True
CB-2026-08-21-1W,2026-08-26,2026-08-26,AEROSPACE_DEFENSE,ITA,236.3800048828125,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-26,2026-08-26,AUTONOMOUS_ROBOTICS,ARKQ,122.33000183105469,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-26,2026-08-26,BITCOIN_ETF,IBIT,44.459999084472656,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-26,2026-08-26,CASH,,1.0,cash,True
CB-2026-08-21-1W,2026-08-26,2026-08-26,CYBERSECURITY,CIBR,93.66000366210938,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-26,2026-08-26,ETHEREUM_ETF,ETHA,18.649999618530273,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-26,2026-08-26,SEMICONDUCTORS,SMH,555.77001953125,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-26,2026-08-26,SOFTWARE,IGV,102.38999938964844,yahoo_chart_adjclose,True
CB-2026-08-21-1W,2026-08-26,2026-08-26,SP500,SPY,766.0800170898438,yahoo_chart_adjclose,True
