option_id,symbol,economic_exposure_cluster,return_5s,active_return_21s,prior_105s_active_return,volatility_63s,max_drawdown_63s,volume_zscore_20v120,corr_spy_252s,beta_spy_252s,distance_52w_high
CASH,,capital_preservation,0.0,-0.03628786751275204,-0.08100245733433775,0.0,0.0,0.0,,0.0,
SHORT_TREASURY,BIL,capital_preservation,0.000655307994757548,-0.03330218604285462,-0.06610539271098714,0.002095936298229942,-0.00010940919095703272,-0.3811169489632624,-0.11139751091611504,-0.0016993100342166942,0.0
SP500,SPY,diversified_us_equity,-0.002006645384064254,0.0,0.0,0.13676451593993766,-0.04494648287842473,-0.8408584644534978,1.0,1.0000000000000002,-0.015387977580089474
TOTAL_US_MARKET,VTI,diversified_us_equity,-0.002348037146475468,-0.0007711360378630516,0.0021019856046060603,0.13589029134509084,-0.043594401111328174,-0.6298934494512901,0.9951235943293573,1.0110761983822534,-0.01600312256049974
NASDAQ100,QQQ,technology_and_growth,-0.009463282741703938,0.0056402389787744145,0.04378245255783586,0.255347715761578,-0.11217504588066696,-0.7932629010286488,0.9298672017668104,1.4215822296503633,-0.04644650931393113
LARGE_GROWTH,IWF,technology_and_growth,-0.010075566750629705,0.0038384878189308136,-0.044165667345921644,0.2106410265344512,-0.113551884816538,-0.8686424336343027,0.9352027086018144,1.2862356323219284,-0.05308221067250174
LARGE_VALUE,IWD,diversified_us_equity,0.0059985198457521705,-0.0021323457701398763,0.03967405753302322,0.11133626002906187,-0.024021905986510994,-0.6552266736544492,0.8009059089104479,0.6985474810839835,-0.0019322177995904077
MID_CAP,IJH,diversified_us_equity,-0.014241325737959554,-0.03444576224959417,-0.013105331300155454,0.13507207716103306,-0.03215965425193845,-0.7114046702432748,0.807571116947601,0.9728336382192617,-0.03215965425193845
SMALL_CAP,IWM,diversified_us_equity,-0.0033307797355360824,-0.014711274019870269,0.035923304575567805,0.1653536568575862,-0.039540688966550164,-1.0895917234505854,0.8199631735996905,1.2003346015428873,-0.019207446982857368
SMALL_VALUE,IWN,diversified_us_equity,0.0008465137001558709,-0.02512474183756308,0.04328295758418421,0.13211448055677988,-0.027488855869442386,-0.7561275648831295,0.7348947113097579,0.9382724855873277,-0.012267510882469468
DIVIDEND,SCHD,diversified_us_equity,0.017386264850767885,0.013966395125596831,-0.007059314703828701,0.11841094594835302,-0.029250457040350675,0.3397065676947435,0.2792286611588058,0.24106652544494783,-0.0028401022436808088
LOW_VOL,SPLV,diversified_us_equity,-0.0032731868643181006,-0.05492112829104079,-0.05976793667301972,0.13058397737130428,-0.03478613968555122,-0.5333544941174267,0.017244742167421015,0.014323916435873543,-0.028073110135785506
MOMENTUM,MTUM,diversified_us_equity,-0.030178634424810058,-0.03605633243518791,0.12040949463661366,0.3809299612346578,-0.17991425757487978,0.24287268431176018,0.7702792114047045,1.5750488799990323,-0.12403684606917342
TECHNOLOGY,XLK,technology_and_growth,-0.020902919943971532,0.006397158304803918,0.16415280452256464,0.34845328876433734,-0.15863187337054152,-0.9967956084746264,0.8549761090584056,1.7404349845839382,-0.08200610353822535
COMMUNICATIONS,XLC,technology_and_growth,0.024438812454742997,0.014984657101775323,-0.1487725649733146,0.1968676266559168,-0.09437030815860936,-0.776616800837266,0.5725151252468921,0.6733832681832571,-0.051965236231121925
CONSUMER_DISCRETIONARY,XLY,consumer_cyclical,0.013664489515297307,0.027858649989954465,-0.127752722501292,0.2187288236819223,-0.1071548384593547,-0.9244550905860208,0.7717340966997501,1.1647659109462007,-0.048982084815320404
CONSUMER_STAPLES,XLP,consumer_defensive,0.010983874737088062,-0.022698364232527135,-0.11779689303775509,0.17649899295356275,-0.035723747378612614,-0.7906650206000406,-0.060307556807583665,-0.06788758231387584,-0.026633510280182238
HEALTHCARE,XLV,healthcare_and_biotech,0.032757909621162984,0.03647835035750502,-0.03717694124421622,0.19645005916648978,-0.037399659450255474,-0.6014881047911165,0.22433704446931044,0.28035949031506063,-0.0022199453551913217
FINANCIALS,XLF,financials,0.008125864453665255,-0.011147220536662061,0.04433119027479071,0.13320288616656153,-0.02248541023000339,-0.841071534524345,0.5362484452725461,0.6101475091671709,0.0
INDUSTRIALS,XLI,industrials_and_defense,-0.02816364329683496,-0.0624887408751974,-0.04044433642933942,0.18317447081818442,-0.04796292304375949,-0.9455221015178701,0.7167546564293986,0.9563614302817823,-0.04348292316765845
ENERGY,XLE,energy,-0.025439698492462304,0.02711172124667227,-0.007406307854354699,0.22888989282666677,-0.09470677920965742,-0.9202562341416093,-0.17353947229769895,-0.29480235034487146,-0.026509803921568542
MATERIALS,XLB,materials_and_mining,0.03476245654692933,0.006327427291684673,-0.11008170669798123,0.19299906570453795,-0.04747172370439989,-0.4121432145863393,0.5313288194627589,0.7374611306548393,0.0
UTILITIES,XLU,rate_sensitive_defensive,-0.016129032258064502,-0.0881705295092493,-0.10030960513200282,0.1605656829619223,-0.07604234175847902,-0.3327984539154089,0.11832418618597458,0.139704655590894,-0.08051285331143854
REAL_ESTATE,XLRE,rate_sensitive_defensive,0.01635671073269096,-0.04502912625401079,-0.018477451906182774,0.15839514666932852,-0.041947402738535144,-0.4214385294207436,0.24207945634477496,0.26522607730517006,-0.014127363616605049
INTERMEDIATE_TREASURY,IEF,rates_and_duration,0.006241256860002098,-0.030392610463035208,-0.1078659945244077,0.04792467892593793,-0.02001729999364199,-0.03548871078455594,0.286516079922954,0.10342720756726902,-0.026820675669831706
LONG_TREASURY,TLT,rates_and_duration,0.02216507469997553,-0.03562398235697661,-0.13187420462038446,0.09729951432497773,-0.06254070093200159,0.4898441408656518,0.23824392620504675,0.17637627397416183,-0.05986261834441153
TIPS,TIP,rates_and_duration,0.005793309661745516,-0.02660252036105537,-0.09049806556668683,0.03515447798711597,-0.01399896588652505,-0.2784672219038874,0.26080641741674465,0.06731195448226536,-0.005718218059240665
INVESTMENT_GRADE_CREDIT,LQD,credit,0.00963718820861681,-0.028675369262560535,-0.10925131782386766,0.05354461016286885,-0.02890428311837212,-0.3583804658395599,0.47372293120446174,0.19698435920571805,-0.021201978997427595
HIGH_YIELD_CREDIT,HYG,credit,0.004903809883062937,-0.02320290855635343,-0.0755640008727263,0.03042807865934885,-0.008013021159436362,-0.6794820487694303,0.7794188224402109,0.23055439247234502,0.0
AGGREGATE_BONDS,AGG,rates_and_duration,0.006779661016949268,-0.029530051108288324,-0.09849597810044797,0.03983686368899581,-0.01714004625843535,-0.23807651555240483,0.3933972933801099,0.11569898182290296,-0.013877938972066572
DEVELOPED_EX_US,VEA,international_equity,0.01933968780218276,0.017854989630105234,-0.06619138963107285,0.18809293440057667,-0.04853429203505355,-0.7250859498669541,0.8000577799688573,1.083195799110464,0.0
EMERGING_MARKETS,VWO,international_equity,0.016767270288396974,0.0050997333802584865,-0.08751178900926238,0.18943812893937845,-0.07054212932723714,-0.6994159871773021,0.8089511835028648,1.1100750815518239,-0.009797517962116253
EUROPE,VGK,international_equity,0.01791370835608963,0.012676562923988,-0.07263116607965903,0.1412233622224206,-0.031180151988559168,-0.7793955799895113,0.7461710978883809,0.9181257869095794,0.0
JAPAN,EWJ,international_equity,0.002726224179511183,0.008734534410534955,-0.0725908231145409,0.23708674804525634,-0.07858100443436122,-0.9595449793018447,0.7181906938017538,1.18071404294201,-0.028841271453234563
CHINA,MCHI,international_equity,0.004007285974499064,-0.020438254538185152,-0.1771982514554783,0.18783762446656657,-0.11152254418337337,-0.5201685316907935,0.5365296164599128,0.8452204407897442,-0.16158191130915067
INDIA,INDA,international_equity,0.017213446739570593,-0.008879399523388232,-0.15277006697929696,0.13350554038282345,-0.04587339743589747,-0.9093523569395652,0.5532123270936081,0.6553810448792852,-0.09151745342738293
GOLD,IAU,precious_metals,0.07404234487822792,0.10671812363077504,-0.2910847618610868,0.2608768374075927,-0.12504386477950635,-0.40410327280999836,0.30890065629700075,0.690363785720484,-0.13596534409766647
BROAD_COMMODITIES,PDBC,non_energy_commodities,-0.0016483516483515315,0.01157833779289974,0.09858937940035628,0.22070853695145476,-0.12576177285318568,-0.3311367872757946,-0.17880219198165226,-0.28251153394989603,-0.03913273400317285
SEMICONDUCTORS,SMH,technology_and_growth,-0.024483563543183928,-0.023034745646012267,0.22768634884945826,0.5303965080226508,-0.2462065150767666,-0.40682965699383195,0.7797217538451479,2.380932859128103,-0.16906609259840621
SOFTWARE,IGV,technology_and_growth,-0.0010788544527265964,0.08405092909928191,0.07862655099284122,0.35344796868461753,-0.21285614098550298,-1.14289464118498,0.5080023651754207,1.1888724381853473,-0.13516854230582542
BROAD_AI_TECH,AIQ,technology_and_growth,0.008795778026547296,0.04570184089205065,0.09702159466051508,0.38884225009983503,-0.2018763329859814,-0.5001595270736782,0.8460167091028908,1.9142169147706447,-0.10064950133540018
AUTONOMOUS_ROBOTICS,ARKQ,technology_and_growth,-0.03201892744479495,0.032224363705146475,-0.16027465996338552,0.37841656587842826,-0.2382144347100542,-0.7417084892275263,0.7996694936891916,2.1880055130634974,-0.14657210401891252
CYBERSECURITY,CIBR,technology_and_growth,-0.05110837438423654,0.0014225701976857685,0.36966116876269495,0.3311777562952996,-0.11736641221323929,-0.17040868881372806,0.5380060024431748,1.1218172884508821,-0.09530332681017617
SOLAR,TAN,clean_energy,-0.020453178263485028,-0.08884799163998247,-0.22919343701383554,0.4347356011234986,-0.35506560259705133,-0.1539960037476427,0.6259365628387138,1.8715961515033848,-0.3392398214527256
METALS_MINING,XME,materials_and_mining,0.06433160256974402,0.13663425449287292,-0.2160911224460209,0.4119397700012102,-0.2648656789498013,0.05276154076161245,0.5936705629926043,1.75572846527352,-0.08887943443522206
EQUAL_WEIGHT_SP500,RSP,diversified_us_equity,0.009008599117339422,-0.005662344694646215,-0.014817015304125158,0.10971035602852545,-0.02039557937689873,-0.8522515744610873,0.7710486107686342,0.697192094753881,-0.00448893477577772
BIOTECH,XBI,healthcare_and_biotech,0.056148897632877226,0.08662866080918152,0.0860196250547991,0.3184412287562831,-0.10512539566593626,-0.2879174063552065,0.47270614814594913,1.0329545121746209,-0.0026540843409025294
REGIONAL_BANKS,KRE,financials,-0.032791151594014245,-0.052045282766989276,0.03143046290851825,0.18840629402870285,-0.04619530347747991,-0.7822118707110367,0.4152253477706563,0.7156369077857598,-0.04619530347747991
AEROSPACE_DEFENSE,ITA,industrials_and_defense,-0.07082804568527912,-0.0756876461196152,-0.07636812075597166,0.2526724329275933,-0.08577239014275462,-0.4418083639499392,0.5691507704997485,1.0295730587963365,-0.07469936615129436
CANADA,EWC,international_equity,0.017213380967846748,0.018435149830235087,-0.036949132851813005,0.11712726651673908,-0.031990749732680235,-0.32117883013586773,0.6703049716387502,0.7436609408515582,0.0
UNITED_KINGDOM,EWU,international_equity,0.02553986710963474,0.006355155497592024,-0.07948147390202909,0.12698950383468477,-0.033951919020950516,-0.5254380563247071,0.6036406480853149,0.7031832936498558,0.0
AUSTRALIA,EWA,international_equity,0.027693346842283084,0.017382492598051247,-0.0908462492551615,0.16699038251060744,-0.04784526637271658,-0.7217015097929367,0.671452778904262,0.929657265702481,0.0
SOUTH_KOREA,EWY,international_equity,0.05939429579535438,0.08126796375275669,0.034182599739339015,0.7794101949849798,-0.3421076642335765,-0.07615601572113082,0.6347530634745686,2.7676922192258884,-0.17814781021897808
TAIWAN,EWT,international_equity,0.00967525625059884,0.041311559948652654,0.21055967128047803,0.4164358282447879,-0.19833228727696584,-0.7997949429201556,0.7601357169835552,1.8546525117522874,-0.05496279028064199
BRAZIL,EWZ,international_equity,0.06468842729970326,-0.03600908301317007,-0.1635348448399443,0.21649548561789847,-0.08049113233287852,-0.5206486899129781,0.496963344783467,0.966263885782716,-0.13197838164495035
MEXICO,EWW,international_equity,0.045527800161160314,-0.019172633648106174,-0.1147217406960207,0.19205706084333835,-0.06473102061282976,-0.3009375567824015,0.5407260324265475,0.9307308643499694,-0.027586483609607027
SOUTH_AFRICA,EZA,international_equity,0.0806259314456037,0.13436114766322493,-0.2828790810427583,0.31038454593769393,-0.11603909638069287,-0.759609769883193,0.6153450173401762,1.5891172026660687,-0.09258522307391226
MORTGAGE_BACKED_BONDS,MBB,rates_and_duration,0.007412978083369159,-0.02830670191986684,-0.09680511223515909,0.046353430186699345,-0.018498365687242835,0.3335561411031189,0.3893038942949309,0.13465134427731756,-0.011632876141611237
MUNICIPAL_BONDS,MUB,rates_and_duration,0.001992977128214779,-0.03565789632607563,-0.09469440260907036,0.029292365001607493,-0.021474388770187258,0.5802747287805226,0.3818070489197272,0.0895535802443258,-0.015834796397472317
EMERGING_MARKET_BONDS,EMB,credit,0.007819103972950048,-0.02748060152410514,-0.08726420078030794,0.054473504363282174,-0.019587553641048694,-0.6989499118030119,0.6812786861091107,0.305821422559289,-0.006453802290737332
INTERNATIONAL_BONDS,BNDX,rates_and_duration,0.006724101702038077,-0.03402005886311965,-0.09366804279092311,0.035343496082450965,-0.014472675401482449,-0.5267754696295103,0.4669054745466234,0.13101133098568915,-0.012638961009931782
SILVER,SLV,precious_metals,0.08495821727019504,0.14111625113451787,-0.41168025197267866,0.441161942350897,-0.27725186460126217,-0.6837346639742286,0.3520311881514343,1.703606261841003,-0.4098484848484848
COPPER,CPER,non_energy_commodities,0.04032669729453797,0.015040479147036434,-0.01295838019935136,0.25367398349996473,-0.10566502463054184,-0.4622251473124532,0.5511273210499853,1.2159491168450756,-0.0022031823745410906
AGRICULTURE,DBA,non_energy_commodities,0.008919015340706382,-0.012392139779225708,-0.019103187822611556,0.12872088509561005,-0.048585931834662754,-0.5810763021896076,0.07152261266831346,0.06137556212338568,-0.015663069961712517
OIL,USO,energy,-0.03451706719730596,-0.02514647604112641,0.46382171304703923,0.5303047209503899,-0.2668607127644471,-0.6138021705047711,-0.34087257934106835,-1.286675028390716,-0.17527458158995812
US_DOLLAR,UUP,currencies,-0.007107320540156281,-0.05936479058967514,-0.02604118842987435,0.05135737717907693,-0.025174825174825277,-0.5356720707128826,-0.29368518392837456,-0.13021746813193213,-0.023076923076923106
EURO,FXE,currencies,0.008985398727068494,-0.008331170300331925,-0.11242731291836183,0.0489973053447899,-0.026616066469180577,-0.680331409966417,0.27307683959160084,0.12021448959090157,-0.025263273444360967
YEN,FXY,currencies,0.0026096033402924768,-0.0073644609782046455,-0.13135851023362566,0.07906115097743639,-0.028620988725065022,1.4197794958655718,0.17312135519824076,0.10976551330880449,-0.08261700095510982
