round_id,run_id,model_id,provider,target_date,price_date,days_elapsed,run_type,submission_format,selected_option_id,holding_count,model_return,sp500_return,alpha_vs_sp500,price_status,published
CB-2026-07-13-1W,official-20260713,anthropic-claude-fable-5,anthropic,2026-07-13,2026-07-13,0,official,portfolio,ENERGY,5,0.0,0.0,0.0,complete,True
CB-2026-07-13-1W,official-20260713,anthropic-claude-opus-4-7,anthropic,2026-07-13,2026-07-13,0,official,portfolio,ENERGY,5,0.0,0.0,0.0,complete,True
CB-2026-07-13-1W,official-20260713,anthropic-claude-opus-4-8,anthropic,2026-07-13,2026-07-13,0,official,portfolio,ENERGY,5,0.0,0.0,0.0,complete,True
CB-2026-07-13-1W,official-20260713,google-gemini-3-1-pro,google,2026-07-13,2026-07-13,0,official,portfolio,OIL,3,0.0,0.0,0.0,complete,True
CB-2026-07-13-1W,official-20260713,openai-gpt-5-5,openai,2026-07-13,2026-07-13,0,official,portfolio,OIL,3,0.0,0.0,0.0,complete,True
CB-2026-07-13-1W,official-20260713,openai-gpt-5-6-sol,openai,2026-07-13,2026-07-13,0,official,portfolio,OIL,5,0.0,0.0,0.0,complete,True
CB-2026-07-13-1W,official-20260713,xai-grok-4-3,xai,2026-07-13,2026-07-13,0,official,portfolio,OIL,1,0.0,0.0,0.0,complete,True
CB-2026-07-13-1W,official-20260713,xai-grok-4-5,xai,2026-07-13,2026-07-13,0,official,portfolio,OIL,4,0.0,0.0,0.0,complete,True
CB-2026-07-13-1W,official-20260713,anthropic-claude-fable-5,anthropic,2026-07-14,2026-07-14,1,official,portfolio,ENERGY,5,0.0029859918536822407,0.0035506188855978227,-0.000564627031915582,complete,True
CB-2026-07-13-1W,official-20260713,anthropic-claude-opus-4-7,anthropic,2026-07-14,2026-07-14,1,official,portfolio,ENERGY,5,0.0004998995169701089,0.0035506188855978227,-0.0030507193686277138,complete,True
CB-2026-07-13-1W,official-20260713,anthropic-claude-opus-4-8,anthropic,2026-07-14,2026-07-14,1,official,portfolio,ENERGY,5,-0.0030406258174583037,0.0035506188855978227,-0.006591244703056127,complete,True
CB-2026-07-13-1W,official-20260713,google-gemini-3-1-pro,google,2026-07-14,2026-07-14,1,official,portfolio,OIL,3,0.011400231742687561,0.0035506188855978227,0.007849612857089738,complete,True
CB-2026-07-13-1W,official-20260713,openai-gpt-5-5,openai,2026-07-14,2026-07-14,1,official,portfolio,OIL,3,0.013672838432141298,0.0035506188855978227,0.010122219546543475,complete,True
CB-2026-07-13-1W,official-20260713,openai-gpt-5-6-sol,openai,2026-07-14,2026-07-14,1,official,portfolio,OIL,5,0.008635608213293396,0.0035506188855978227,0.005084989327695574,complete,True
CB-2026-07-13-1W,official-20260713,xai-grok-4-3,xai,2026-07-14,2026-07-14,1,official,portfolio,OIL,1,0.020205442448204547,0.0035506188855978227,0.016654823562606724,complete,True
CB-2026-07-13-1W,official-20260713,xai-grok-4-5,xai,2026-07-14,2026-07-14,1,official,portfolio,OIL,4,0.011084408272363854,0.0035506188855978227,0.0075337893867660315,complete,True
CB-2026-07-13-1W,official-20260713,anthropic-claude-fable-5,anthropic,2026-07-15,2026-07-15,2,official,portfolio,ENERGY,5,0.0004233833173857343,0.007528354336802101,-0.007104971019416367,complete,True
CB-2026-07-13-1W,official-20260713,anthropic-claude-opus-4-7,anthropic,2026-07-15,2026-07-15,2,official,portfolio,ENERGY,5,-0.0010742484512886222,0.007528354336802101,-0.008602602788090724,complete,True
CB-2026-07-13-1W,official-20260713,anthropic-claude-opus-4-8,anthropic,2026-07-15,2026-07-15,2,official,portfolio,ENERGY,5,-0.006343287888846927,0.007528354336802101,-0.013871642225649027,complete,True
CB-2026-07-13-1W,official-20260713,google-gemini-3-1-pro,google,2026-07-15,2026-07-15,2,official,portfolio,OIL,3,0.01513573253388878,0.007528354336802101,0.007607378197086678,complete,True
