round_id,model_id,provider,replicate_index,option_id,allocation_bps,allocation_pct,allocation_rank,option_return,return_contribution,rationale
CB-2026-07-07-1W,anthropic-claude-fable-5,anthropic,1,FINANCIALS,2500,25.0,1,0.0023193577163247436,0.0005798394290811859,"JPMorgan and Wells Fargo Q2 earnings land July 14 before the exit close; sector strength is supported by resilient activity data and a hold-steady Fed, not just trailing returns."
CB-2026-07-07-1W,anthropic-claude-fable-5,anthropic,1,LARGE_VALUE,2000,20.0,2,-0.0055299911197222995,-0.00110599822394446,"Value tilt benefits from financials/energy strength, at 52-week highs with low volatility; defensive against tech weakness and sticky-inflation CPI risk."
CB-2026-07-07-1W,anthropic-claude-fable-5,anthropic,1,HEALTHCARE,2000,20.0,3,-0.037399659450255474,-0.007479931890051095,"Defensive sector with strong recent breadth (63% up days), low beta to a potentially hot July 14 CPI, and no drawdown from highs."
CB-2026-07-07-1W,anthropic-claude-fable-5,anthropic,1,ENERGY,2000,20.0,4,0.04227672035139096,0.008455344070278193,Iranian sanction license cancellation and Hormuz uncertainty are live supply catalysts; oil up 2.6% on July 7 with sector still 12% off highs.
CB-2026-07-07-1W,anthropic-claude-fable-5,anthropic,1,BIOTECH,1500,15.0,5,-0.051382193201928494,-0.007707328980289274,Strong ongoing catalyst-driven rally (M&A/clinical momentum implied by 27% 30d outperformance) with high up-day share; reversal risk acknowledged as briefing support is limited.
CB-2026-07-07-1W,anthropic-claude-opus-4-7,anthropic,1,FINANCIALS,3000,30.0,1,0.0023193577163247436,0.000695807314897423,JPM and WFC report July 14 within the scoring window; sector has strong recent breadth (+7.55% 30d) with solid ISM services and steepening backdrop.
CB-2026-07-07-1W,anthropic-claude-opus-4-7,anthropic,1,HEALTHCARE,2500,25.0,2,-0.037399659450255474,-0.009349914862563868,"Defensive sector leadership (+7.94% 30d, +6.31% vs SPY) with low beta; positioned well if soft payrolls drive defensive rotation."
CB-2026-07-07-1W,anthropic-claude-opus-4-7,anthropic,1,LOW_VOL,2000,20.0,3,-0.013130525221008882,-0.0026261050442017765,"Weakening labor market (57k payrolls, downward revisions) and elevated VIX favor low-vol defensive tilt into CPI print."
CB-2026-07-07-1W,anthropic-claude-opus-4-7,anthropic,1,GOLD,1500,15.0,4,-0.01421739692387236,-0.002132609538580854,Iran sanctions reinstated and Strait of Hormuz uncertainty; hedge against CPI upside surprise given sticky core PCE at 3.4%.
CB-2026-07-07-1W,anthropic-claude-opus-4-7,anthropic,1,SHORT_TREASURY,1000,10.0,5,0.0006560962274466675,6.560962274466675e-05,Dry powder buffer against CPI/earnings volatility with positive carry.
