round_id,model_id,provider,replicate_index,option_id,allocation_bps,allocation_pct,allocation_rank,option_return,return_contribution,rationale
CB-2026-09-04-1W,anthropic-claude-fable-5-1,anthropic,1,SOFTWARE,3500,35.0,1,0.009371715674053815,0.0032801004859188353,V3 selected model rank 1: overreaction with 56% estimated probability of beating SPY.
CB-2026-09-04-1W,anthropic-claude-fable-5-1,anthropic,1,MATERIALS,3500,35.0,2,-0.03260867031827197,-0.011413034611395189,V3 selected model rank 2: overreaction with 55% estimated probability of beating SPY.
CB-2026-09-04-1W,anthropic-claude-fable-5-1,anthropic,1,SP500,3000,30.0,3,-0.016619278880317667,-0.0049857836640953,Deterministic SPY fallback for V3 slots without an eligible active candidate.
CB-2026-09-04-1W,anthropic-claude-opus-5,anthropic,1,SOFTWARE,3500,35.0,1,0.009371715674053815,0.0032801004859188353,V3 selected model rank 1: overreaction with 57% estimated probability of beating SPY.
CB-2026-09-04-1W,anthropic-claude-opus-5,anthropic,1,MATERIALS,3500,35.0,2,-0.03260867031827197,-0.011413034611395189,V3 selected model rank 2: overreaction with 56% estimated probability of beating SPY.
CB-2026-09-04-1W,anthropic-claude-opus-5,anthropic,1,AGRICULTURE,3000,30.0,3,0.0010398481155493577,0.0003119544346648073,V3 selected model rank 3: overreaction with 55% estimated probability of beating SPY.
CB-2026-09-04-1W,google-gemini-3-1-pro,google,1,SOFTWARE,3500,35.0,1,0.009371715674053815,0.0032801004859188353,V3 selected model rank 1: overreaction with 65% estimated probability of beating SPY.
CB-2026-09-04-1W,google-gemini-3-1-pro,google,1,AGRICULTURE,3500,35.0,2,0.0010398481155493577,0.0003639468404422752,V3 selected model rank 2: overreaction with 60% estimated probability of beating SPY.
CB-2026-09-04-1W,google-gemini-3-1-pro,google,1,DIVIDEND,3000,30.0,3,-0.013505725498982768,-0.00405171764969483,V3 selected model rank 3: overreaction with 58% estimated probability of beating SPY.
CB-2026-09-04-1W,openai-gpt-6-astra,openai,1,AGRICULTURE,3500,35.0,1,0.0010398481155493577,0.0003639468404422752,V3 selected model rank 2: overreaction with 55% estimated probability of beating SPY.
CB-2026-09-04-1W,openai-gpt-6-astra,openai,1,SP500,6500,65.0,2,-0.016619278880317667,-0.010802531272206484,Deterministic SPY fallback for V3 slots without an eligible active candidate.
CB-2026-09-04-1W,xai-grok-4-3,xai,1,AGRICULTURE,3500,35.0,1,0.0010398481155493577,0.0003639468404422752,V3 selected model rank 1: overreaction with 62% estimated probability of beating SPY.
CB-2026-09-04-1W,xai-grok-4-3,xai,1,DIVIDEND,3500,35.0,2,-0.013505725498982768,-0.004727003924643969,V3 selected model rank 2: overreaction with 58% estimated probability of beating SPY.
CB-2026-09-04-1W,xai-grok-4-3,xai,1,MATERIALS,3000,30.0,3,-0.03260867031827197,-0.009782601095481592,V3 selected model rank 3: overreaction with 55% estimated probability of beating SPY.
CB-2026-09-04-1W,xai-grok-4-5,xai,1,SOFTWARE,3500,35.0,1,0.009371715674053815,0.0032801004859188353,V3 selected model rank 1: overreaction with 62% estimated probability of beating SPY.
CB-2026-09-04-1W,xai-grok-4-5,xai,1,CYBERSECURITY,3500,35.0,2,0.06776618998072292,0.02371816649325302,V3 selected model rank 2: overreaction with 58% estimated probability of beating SPY.
CB-2026-09-04-1W,xai-grok-4-5,xai,1,AGRICULTURE,3000,30.0,3,0.0010398481155493577,0.0003119544346648073,V3 selected model rank 3: overreaction with 57% estimated probability of beating SPY.
CB-2026-09-04-1W,xai-grok-4-6,xai,1,SOFTWARE,3500,35.0,1,0.009371715674053815,0.0032801004859188353,V3 selected model rank 1: overreaction with 57% estimated probability of beating SPY.
CB-2026-09-04-1W,xai-grok-4-6,xai,1,CYBERSECURITY,3500,35.0,2,0.06776618998072292,0.02371816649325302,V3 selected model rank 2: overreaction with 55% estimated probability of beating SPY.
CB-2026-09-04-1W,xai-grok-4-6,xai,1,SP500,3000,30.0,3,-0.016619278880317667,-0.0049857836640953,Deterministic SPY fallback for V3 slots without an eligible active candidate.
