option_id,symbol,economic_exposure_cluster,return_5s,active_return_21s,prior_105s_active_return,volatility_63s,max_drawdown_63s,volume_zscore_20v120,corr_spy_252s,beta_spy_252s,distance_52w_high
CASH,,capital_preservation,0.0,-0.023948628117758997,-0.0989575226044539,0.0,0.0,0.0,,0.0,
SHORT_TREASURY,BIL,capital_preservation,0.0006563682912943403,-0.02118121493279257,-0.0838289575624569,0.0021021957213705096,-0.00010940958540484047,-0.2344378929676648,-0.10190542624498874,-0.0015687062390030743,0.0
SP500,SPY,diversified_us_equity,0.020272739758967262,0.0,0.0,0.13940446152411706,-0.04494652583696357,-0.7914779433951487,1.0,1.0,-0.00029741673673222557
TOTAL_US_MARKET,VTI,diversified_us_equity,0.02083781462987444,3.914290599360548e-05,0.000681879985396705,0.13887041169103292,-0.04359441173337497,-0.7806755492908033,0.9949282281147134,1.0128380225937599,-0.0003928804467597802
NASDAQ100,QQQ,technology_and_growth,0.029711296835111867,-0.03034414931799223,0.09389592731855645,0.2588128440431615,-0.11217806908394556,-0.7032314342587078,0.9311181343927488,1.415629143936455,-0.0328318046720083
LARGE_GROWTH,IWF,technology_and_growth,0.027302021571738555,-0.022173708988111995,-0.01176437774616157,0.21039575830264248,-0.11353239924920944,-0.7503201484008956,0.9369683057743073,1.281322279337183,-0.03487349919576799
LARGE_VALUE,IWD,diversified_us_equity,0.01600846435451775,0.022518724786436684,0.00787035949405257,0.11294835653054676,-0.024021853752215994,-0.6381551959903503,0.8047556226101384,0.7040586410969758,0.0
MID_CAP,IJH,diversified_us_equity,0.01878859931294352,0.0007639765053699676,-0.03893051057194752,0.14382801662731745,-0.03432892505120988,-0.8838742920163329,0.80420124544876,0.9871720717352307,-0.0032137806537819724
SMALL_CAP,IWM,diversified_us_equity,0.012693301431808246,-0.010468372421295502,0.022548956960227295,0.18211329879660446,-0.04321302864183163,-1.0303048460429087,0.8159067719549514,1.226673863556822,-0.005733918390991022
SMALL_VALUE,IWN,diversified_us_equity,-0.0007128699678542461,-0.004309622610388475,0.006195738554843011,0.1470550771926009,-0.03496670686826464,-0.3854058945706513,0.7280496414133827,0.97639366492855,-0.011807762788723308
