option_id,symbol,economic_exposure_cluster,return_3s,active_return_5s,prior_16s_active_return,volatility_21s,max_drawdown_21s,volume_zscore_5v60,corr_spy_63s,beta_spy_63s,distance_52w_high
CASH,,capital_preservation,0.0,-0.004740642822048002,-0.03239893780773606,0.0,0.0,0.0,,0.0,
SHORT_TREASURY,BIL,capital_preservation,0.00032742609034674963,-0.004194757968436935,-0.029959507761191828,0.0017429299794861951,0.0,-0.8186745504146027,-0.14101447952258522,-0.002149335380464328,0.0
SP500,SPY,diversified_us_equity,0.0044913926728005205,0.0,0.0,0.10373772599361046,-0.019643170156015133,-1.3272956098431687,1.0,1.0,-0.010965739244268247
TOTAL_US_MARKET,VTI,diversified_us_equity,0.0031997658987383826,-0.0017795727445728549,0.0002818757444120745,0.10845067723337751,-0.020088476362018715,-0.7393308004795103,0.9930631755605084,0.9863784879964071,-0.012854547484574819
NASDAQ100,QQQ,technology_and_growth,0.008034137505672279,-0.0005496944253458036,0.011328682969415471,0.1796668655910444,-0.03517423162044098,-0.9637109593604062,0.9205541078906676,1.7236478424519648,-0.03878881381040178
LARGE_GROWTH,IWF,technology_and_growth,0.007551491054076376,-0.001799221038022658,0.009838983265096024,0.17437940729267662,-0.036765896959583766,-0.5983258713404248,0.9022087768659387,1.401737667938931,-0.04591060867593355
LARGE_VALUE,IWD,diversified_us_equity,0.00023230557612552438,-0.0006985969096349187,-0.006153468321692168,0.07886162161422329,-0.010047438637871275,-0.3326005239403979,0.6872240884182177,0.559841556771037,-0.001700361170487219
MID_CAP,IJH,diversified_us_equity,-0.00499077037646567,-0.01789675264359447,-0.013553573538312547,0.12996889210508558,-0.03698990848411576,0.036079513267098164,0.7830417764076819,0.7855375720675867,-0.03698990848411576
SMALL_CAP,IWM,diversified_us_equity,-0.011629886236535047,-0.018775819428954343,-0.007210123393601275,0.14382828683152535,-0.03061390556885546,-1.303057638836359,0.7844635163089664,0.9568364108962667,-0.03061390556885546
SMALL_VALUE,IWN,diversified_us_equity,-0.006677350445492891,-0.012169129931523859,-0.018782434070505616,0.10398220146353059,-0.01886291792766548,-0.8009235102196206,0.6580139687521113,0.6350591507612371,-0.01886291792766548
DIVIDEND,SCHD,diversified_us_equity,-0.005981175756822443,-0.010721818578870446,0.018484054431221697,0.09590173215340225,-0.010792310800869731,0.5488455597529502,0.09537063181005738,0.0825967777831228,-0.008804247845903945
LOW_VOL,SPLV,diversified_us_equity,-0.007403457999900387,-0.005911319670984572,-0.046407781727346165,0.07638171810820367,-0.015292117212515,-0.9260682766740032,-0.29755082516238535,-0.28027799785485763,-0.035246412547569106
MOMENTUM,MTUM,diversified_us_equity,-0.008895510898479286,-0.022632380975899147,-0.010977695215095284,0.23371003883433306,-0.06942594889511533,-0.9659749098373033,0.6972655503590058,1.9445402896710529,-0.13182900644429907
TECHNOLOGY,XLK,technology_and_growth,0.021734328319863216,0.008242854611318906,0.010735427498953731,0.26630049695372865,-0.0561933269414443,-0.9436700918602694,0.8306748184293978,2.1336927291476653,-0.06204831799430588
COMMUNICATIONS,XLC,technology_and_growth,-0.0016787633936554691,0.009532214593678923,0.012825303250775466,0.18057058050761893,-0.021868027074320673,-1.147414558346518,0.3823652687064647,0.555845073627852,-0.05358558227636889
CONSUMER_DISCRETIONARY,XLY,consumer_cyclical,-0.006273826900514923,-0.011603865848934358,0.017694462708257808,0.19378352347438005,-0.033205434145391344,-1.4317676610879486,0.6562445228733205,1.0419729464430643,-0.05493501434026915
CONSUMER_STAPLES,XLP,consumer_defensive,-0.01236707970804074,-0.01102045360170223,-0.026314971086784933,0.14247563593489476,-0.027101145796382342,-1.0668586412567176,-0.29197734068204617,-0.3704576821485745,-0.038693355843725574
HEALTHCARE,XLV,healthcare_and_biotech,-0.02356089783905624,-0.024555048685226066,0.03548260912661627,0.18560734413108462,-0.025728535986528356,-1.5427236836399314,-0.14160036346006966,-0.20413732994068987,-0.025728535986528356
FINANCIALS,XLF,financials,-0.0036014902113535863,0.006045699154680673,-0.023977893207098644,0.0977261101095026,-0.022485368972445796,-1.0433436609422295,0.2750543608793828,0.26555782404125206,-0.0036014902113535863
INDUSTRIALS,XLI,industrials_and_defense,-0.007062749719414452,-0.021994460355205026,-0.021972340931703416,0.14382169338150122,-0.05023856840467644,-0.18169000554557993,0.6396949804739274,0.8685227355162588,-0.05023856840467644
ENERGY,XLE,energy,0.00999031450475596,-0.019825480874840484,0.046976916633351795,0.23163053792836494,-0.037615413811382226,-0.7720697356711996,-0.31568079144877953,-0.5193550596137028,-0.01678430893841909
MATERIALS,XLB,materials_and_mining,-0.007465500414504778,-0.011464598821218641,0.004394275754148191,0.1775757878124655,-0.02742304382308891,-0.5471107448464197,0.4109092260912742,0.5803960161373952,-0.009129828218497171
UTILITIES,XLU,rate_sensitive_defensive,-0.013391868221282688,-0.005675899195656031,-0.07471867350200201,0.1318161121503252,-0.04321541226533654,-0.8490859611916352,-0.11961405644504498,-0.1405130814608507,-0.0927403681632537
REAL_ESTATE,XLRE,rate_sensitive_defensive,-0.019400376020153987,-0.01805036474856825,-0.03725539276824463,0.11109761812078148,-0.026931510519933144,-0.9729598841747379,-0.1726678434460276,-0.20016024242416713,-0.03325361519478298
INTERMEDIATE_TREASURY,IEF,rates_and_duration,-0.007058107657273327,-0.004417449766720427,-0.03316449636241148,0.050348297691527946,-0.007058107657273327,0.08270781005035302,0.43218400578656985,0.15302133074896512,-0.03371338115736988
LONG_TREASURY,TLT,rates_and_duration,-0.007068455237290938,0.005375069192448789,-0.03746507625862694,0.10837045739665697,-0.019879536456372415,-0.005011195024662361,0.3134848807935119,0.22166836695385003,-0.06654282149255408
TIPS,TIP,rates_and_duration,-0.0065031303624245584,-0.006514140599353846,-0.030764564727698174,0.036124265341140306,-0.0065031303624245584,-0.5973787677419411,0.38195654493194003,0.10028923839524172,-0.012199827272179498
INVESTMENT_GRADE_CREDIT,LQD,credit,-0.004772619626777996,-0.0006809721969605054,-0.032694460679434934,0.05929949687276148,-0.009928860685443519,-0.5937386799351317,0.510519053100185,0.19929896580879308,-0.025859998971316522
HIGH_YIELD_CREDIT,HYG,credit,-0.002252256122369678,-0.0031077166517012866,-0.025773795491043083,0.02545356669182197,-0.003258580439242431,-0.3109752102469003,0.8062116045077745,0.17953350810489507,-0.002252256122369678
AGGREGATE_BONDS,AGG,rates_and_duration,-0.0053056245396071455,-0.003302539156482487,-0.03169106248696285,0.04375278648210025,-0.0053056245396071455,-0.7180861256996973,0.47661677117590806,0.14022040784165482,-0.01910698897484464
DEVELOPED_EX_US,VEA,international_equity,-0.00989298479301115,-0.009643947362088623,0.0003764448210685778,0.12012637122558983,-0.01764151185625884,-0.6546192931334689,0.8053972533846596,1.106890466735958,-0.00989298479301115
EMERGING_MARKETS,VWO,international_equity,0.0024736399635338913,0.000883842675003299,0.0064393881858504365,0.10912037859960388,-0.013725844456747294,-1.2578490882780249,0.8555571331266378,1.1831910662910186,-0.007348150728377356
EUROPE,VGK,international_equity,-0.01298421561082641,-0.012721637796455965,-0.013385822107659262,0.07761081949330322,-0.01298421561082641,-0.7608676415533759,0.7304874702023705,0.7575635597697636,-0.01298421561082641
JAPAN,EWJ,international_equity,0.0025097302107837116,0.0025088049526305056,-0.012139538396219285,0.16860829731685886,-0.042652630502391764,-0.6328284055010301,0.7504006875176392,1.2966419337336657,-0.02640396508469267
CHINA,MCHI,international_equity,0.0019956569753838416,-0.01246612443100592,-0.029516057674184637,0.13309626917588657,-0.0440892696781221,-1.044518657826909,0.410195772995368,0.5573835520564271,-0.15994074066165853
INDIA,INDA,international_equity,-0.0133386059138213,-0.006352206426823215,-0.03360620888157795,0.0955213972714727,-0.023352470486487586,-0.5099522699371881,0.5624582554736726,0.5550481583643045,-0.10363536710716792
GOLD,IAU,precious_metals,-0.04489519536804654,-0.038961188845475614,0.0903694643799755,0.2797786331543792,-0.04489519536804654,-0.16388139786711986,0.468801917081554,0.917813656025265,-0.17475632621178894
BROAD_COMMODITIES,PDBC,non_energy_commodities,0.01210783227466905,-0.018681674146440397,0.033315326108279475,0.2019692606460504,-0.03758541386588188,-0.2882009433728786,-0.1626117971653172,-0.25946363144890006,-0.027498702377559026
SEMICONDUCTORS,SMH,technology_and_growth,-0.004875718644427041,-0.01778442745055875,0.007534180620848208,0.35061897147486304,-0.07956977956884459,-0.9066751700620544,0.7485250970633084,2.939750134583762,-0.17311744844914712
SOFTWARE,IGV,technology_and_growth,0.07511047266066173,0.054560867195766694,0.07541378806519239,0.39646886706756473,-0.041682351863544964,-0.5250807891464804,0.4824799064723393,1.2704734992806967,-0.07020520822745313
BROAD_AI_TECH,AIQ,technology_and_growth,0.018072278956200227,0.007714045995963481,0.04836442544628339,0.24875520615983004,-0.03590225024625515,-0.4694388786573163,0.8293479700460213,2.3534562765204785,-0.08440259795352967
AUTONOMOUS_ROBOTICS,ARKQ,technology_and_growth,-0.0034218525033010705,-0.03070020715312849,0.06937328655161212,0.3233036305955536,-0.06622211472990647,-1.1357572542038856,0.8623716850488434,2.3655040112695653,-0.1494924665170283
CYBERSECURITY,CIBR,technology_and_growth,0.06597445959898884,0.034373739298737105,0.021255827923992054,0.40111634458276874,-0.09530330875354354,-0.1652208964090488,0.5648383049262574,1.392556210807878,-0.035616433447565266
SOLAR,TAN,clean_energy,-0.004094103469586385,-0.018325358415945736,-0.042832333798339284,0.33814782820579353,-0.09462243466607101,-0.775801153275858,0.7784028815541775,2.4260753684433136,-0.3419450652636754
METALS_MINING,XME,materials_and_mining,-0.018190875915539917,-0.009768282276823137,0.13920910875419024,0.4110572116673333,-0.03784929109616053,-0.32466214596368614,0.6476425860930598,1.9658233607156097,-0.10546394172518936
EQUAL_WEIGHT_SP500,RSP,diversified_us_equity,-0.004869918430121967,-0.009161609735180543,-0.0031947724092109553,0.09763118931731839,-0.013377074692171753,-1.1808022519763843,0.6852475301464013,0.5510008818850295,-0.009336992374030406
BIOTECH,XBI,healthcare_and_biotech,-0.03973980471999172,-0.024954188535486366,0.061817280210993086,0.35196488663209313,-0.04228839893772551,-0.27048119057384407,0.30372133673273216,0.7263655185296444,-0.04228839893772551
REGIONAL_BANKS,KRE,financials,-0.0004035891101558109,-0.012221240658381927,-0.04610118938374885,0.13188483441345006,-0.04658022891316327,-0.9894952214682127,0.15105961383163427,0.2065236427360221,-0.04658022891316327
AEROSPACE_DEFENSE,ITA,industrials_and_defense,-0.006316669689552357,-0.023785005691410177,-0.03571648926585935,0.22000888886638204,-0.0805623323518746,-0.2813435433518348,0.41708952926042653,0.7621082351246885,-0.0805623323518746
CANADA,EWC,international_equity,-0.014527456198578648,-0.014843289742334509,0.010584832981215264,0.09921658957298912,-0.014527456198578648,-0.5499941936649412,0.5872744349722575,0.5056591495697672,-0.014527456198578648
UNITED_KINGDOM,EWU,international_equity,-0.017007494694643466,-0.012709572135331526,-0.02705796985573783,0.07648831635695741,-0.017007494694643466,-0.6650914253057013,0.3933601602460908,0.3697255622333026,-0.017007494694643466
