option_id,label,asset_symbol,entry_price,exit_price,entry_price_source,exit_price_source,return,rank,is_benchmark,is_cash
ETHEREUM_ETF,Ethereum ETF,ETHA,14.069999694824219,18.719999313354492,adj_close,adj_close,0.3304903851732719,1,False,False
BITCOIN_ETF,Bitcoin ETF,IBIT,35.63999938964844,44.66999816894531,adj_close,adj_close,0.2533669734551012,2,False,False
METALS_MINING,Metals and Mining,XME,100.6500015258789,118.12999725341797,adj_close,adj_close,0.17367109252397417,3,False,False
SOFTWARE,Software,IGV,94.58000183105469,109.9800033569336,adj_close,adj_close,0.1628251345711269,4,False,False
SOUTH_KOREA,South Korea Equities,EWY,157.10000610351562,180.86000061035156,adj_close,adj_close,0.1512412067710558,5,False,False
SILVER,Silver,SLV,52.36000061035156,60.130001068115234,adj_close,adj_close,0.14839572893793185,6,False,False
TAIWAN,Taiwan Equities,EWT,96.55000305175781,108.02999877929688,adj_close,adj_close,0.11890207524265906,7,False,False
SOUTH_AFRICA,South Africa Equities,EZA,63.619998931884766,70.5,adj_close,adj_close,0.10814211228581372,8,False,False
BIOTECH,Biotechnology,XBI,147.00999450683594,162.5,adj_close,adj_close,0.10536702314102708,9,False,False
GOLD,Gold,IAU,76.16999816894531,83.70999908447266,adj_close,adj_close,0.098989117720649,10,False,False
BROAD_AI_TECH,Broad AI Technology,AIQ,58.88999938964844,64.30000305175781,adj_close,adj_close,0.0918662543416553,11,False,False
CYBERSECURITY,Cybersecurity,CIBR,91.83000183105469,100.1500015258789,adj_close,adj_close,0.09060219458702656,12,False,False
ENERGY,Energy Sector,XLE,59.54999923706055,63.959999084472656,adj_close,adj_close,0.07405541400355853,13,False,False
AGRICULTURE,Agriculture Commodities,DBA,27.510000228881836,29.31999969482422,adj_close,adj_close,0.06579423667332884,14,False,False
AUTONOMOUS_ROBOTICS,Autonomous Technology and Robotics,ARKQ,115.06999969482422,122.5,adj_close,adj_close,0.06456939536700101,15,False,False
TECHNOLOGY,Technology Sector,XLK,175.35000610351562,186.5,adj_close,adj_close,0.06358707447037171,16,False,False
BROAD_COMMODITIES,Broad Commodities,PDBC,17.559999465942383,18.649999618530273,adj_close,adj_close,0.06207290351585404,17,False,False
HEALTHCARE,Healthcare Sector,XLV,162.5500030517578,170.5399932861328,adj_close,adj_close,0.04915404542829127,18,False,False
MATERIALS,Materials Sector,XLB,50.43000030517578,52.689998626708984,adj_close,adj_close,0.04481456093311298,19,False,False
DIVIDEND,US Dividend Equities,SCHD,33.470001220703125,34.88999938964844,adj_close,adj_close,0.042425996927271115,20,False,False
NASDAQ100,Nasdaq 100,QQQ,687.989990234375,716.760009765625,adj_close,adj_close,0.041817497259588166,21,False,False
JAPAN,Japan Equities,EWJ,92.38999938964844,95.87999725341797,adj_close,adj_close,0.037774628063917515,22,False,False
LARGE_GROWTH,US Large-Cap Growth,IWF,118.31999969482422,122.70999908447266,adj_close,adj_close,0.037102767080555266,23,False,False
OIL,Crude Oil,USO,129.1699981689453,133.6999969482422,adj_close,adj_close,0.035070053754835184,24,False,False
CANADA,Canada Equities,EWC,59.38999938964844,61.43000030517578,adj_close,adj_close,0.0343492328084265,25,False,False
DEVELOPED_EX_US,Developed Markets ex-US,VEA,70.62000274658203,72.91999816894531,adj_close,adj_close,0.032568611341134535,26,False,False
EMERGING_MARKETS,Emerging Markets,VWO,58.75,60.52000045776367,adj_close,adj_close,0.030127667366190103,27,False,False
SEMICONDUCTORS,Semiconductors,SMH,540.530029296875,556.6300048828125,adj_close,adj_close,0.02978553403754547,28,False,False
COMMUNICATIONS,Communication Services Sector,XLC,108.23999786376953,111.45999908447266,adj_close,adj_close,0.029748718442842215,29,False,False
TOTAL_US_MARKET,Total US Stock Market,VTI,368.2099914550781,378.1499938964844,adj_close,adj_close,0.026995471801636084,30,False,False
SP500,S&P 500,SPY,747.030029296875,767.0499877929688,adj_close,adj_close,0.0267994025821654,31,True,False
AUSTRALIA,Australia Equities,EWA,29.34000015258789,30.020000457763672,adj_close,adj_close,0.023176561064734758,32,False,False
EQUAL_WEIGHT_SP500,Equal-Weight S&P 500,RSP,215.00999450683594,219.38999938964844,adj_close,adj_close,0.0203711687582655,33,False,False
LARGE_VALUE,US Large-Cap Value,IWD,251.82000732421875,256.9100036621094,adj_close,adj_close,0.02021283531827267,34,False,False
FINANCIALS,Financials Sector,XLF,56.939998626708984,57.709999084472656,adj_close,adj_close,0.013523015039246689,35,False,False
EUROPE,Europe Equities,VGK,90.58999633789062,91.66000366210938,adj_close,adj_close,0.011811539546019434,36,False,False
COPPER,Copper,CPER,39.560001373291016,40.0,adj_close,adj_close,0.011122310703610028,37,False,False
SMALL_CAP,US Small-Cap Stocks,IWM,291.20001220703125,293.92999267578125,adj_close,adj_close,0.00937493253540489,38,False,False
EURO,Euro,FXE,106.48999786376953,107.25,adj_close,adj_close,0.007136840562272484,39,False,False
CONSUMER_DISCRETIONARY,Consumer Discretionary Sector,XLY,116.08999633789062,116.58999633789062,adj_close,adj_close,0.004307003323048564,40,False,False
HIGH_YIELD_CREDIT,High Yield Corporate Bonds,HYG,79.4800033569336,79.80999755859375,adj_close,adj_close,0.004151914792683176,41,False,False
LONG_TREASURY,Long-Term US Treasury Bonds,TLT,82.25,82.5199966430664,adj_close,adj_close,0.003282633958254122,42,False,False
MOMENTUM,US Momentum Equities,MTUM,299.5899963378906,300.3599853515625,adj_close,adj_close,0.002570142605173853,43,False,False
SMALL_VALUE,US Small-Cap Value,IWN,221.24000549316406,221.8000030517578,adj_close,adj_close,0.002531176752348596,44,False,False
MORTGAGE_BACKED_BONDS,Agency Mortgage-Backed Bonds,MBB,92.91999816894531,93.0999984741211,adj_close,adj_close,0.001937153559220972,45,False,False
