round_id,target_date,price_date,option_id,symbol,price,price_source,published
CB-2026-09-13-1M,2026-09-14,2026-09-14,AEROSPACE_DEFENSE,ITA,216.77000427246094,yahoo_chart_adjclose,True
CB-2026-09-13-1M,2026-09-14,2026-09-14,CASH,,1.0,cash,True
CB-2026-09-13-1M,2026-09-14,2026-09-14,CYBERSECURITY,CIBR,100.05000305175781,yahoo_chart_adjclose,True
CB-2026-09-13-1M,2026-09-14,2026-09-14,INDUSTRIALS,XLI,169.92999267578125,yahoo_chart_adjclose,True
CB-2026-09-13-1M,2026-09-14,2026-09-14,SMALL_CAP,IWM,287.9100036621094,yahoo_chart_adjclose,True
CB-2026-09-13-1M,2026-09-14,2026-09-14,SMALL_VALUE,IWN,219.4499969482422,yahoo_chart_adjclose,True
CB-2026-09-13-1M,2026-09-14,2026-09-14,SP500,SPY,760.8800048828125,yahoo_chart_adjclose,True
CB-2026-09-13-1M,2026-09-15,2026-09-15,AEROSPACE_DEFENSE,ITA,214.0,tiingo_eod,True
CB-2026-09-13-1M,2026-09-15,2026-09-15,CASH,,1.0,cash,True
CB-2026-09-13-1M,2026-09-15,2026-09-15,CYBERSECURITY,CIBR,101.0,tiingo_eod,True
CB-2026-09-13-1M,2026-09-15,2026-09-15,INDUSTRIALS,XLI,168.85,tiingo_eod,True
CB-2026-09-13-1M,2026-09-15,2026-09-15,SMALL_CAP,IWM,285.14,tiingo_eod,True
CB-2026-09-13-1M,2026-09-15,2026-09-15,SMALL_VALUE,IWN,217.68,tiingo_eod,True
CB-2026-09-13-1M,2026-09-15,2026-09-15,SP500,SPY,757.39,tiingo_eod,True
CB-2026-09-13-1M,2026-09-16,2026-09-16,AEROSPACE_DEFENSE,ITA,215.27,tiingo_eod,True
CB-2026-09-13-1M,2026-09-16,2026-09-16,CASH,,1.0,cash,True
CB-2026-09-13-1M,2026-09-16,2026-09-16,CYBERSECURITY,CIBR,100.3,tiingo_eod,True
CB-2026-09-13-1M,2026-09-16,2026-09-16,INDUSTRIALS,XLI,168.71,tiingo_eod,True
CB-2026-09-13-1M,2026-09-16,2026-09-16,SMALL_CAP,IWM,283.92,tiingo_eod,True
CB-2026-09-13-1M,2026-09-16,2026-09-16,SMALL_VALUE,IWN,215.86,tiingo_eod,True
CB-2026-09-13-1M,2026-09-16,2026-09-16,SP500,SPY,754.05,tiingo_eod,True
CB-2026-09-13-1M,2026-09-17,2026-09-17,AEROSPACE_DEFENSE,ITA,213.88,tiingo_eod,True
CB-2026-09-13-1M,2026-09-17,2026-09-17,CASH,,1.0,cash,True
CB-2026-09-13-1M,2026-09-17,2026-09-17,CYBERSECURITY,CIBR,101.66,tiingo_eod,True
CB-2026-09-13-1M,2026-09-17,2026-09-17,INDUSTRIALS,XLI,169.01,tiingo_eod,True
CB-2026-09-13-1M,2026-09-17,2026-09-17,SMALL_CAP,IWM,285.43,tiingo_eod,True
CB-2026-09-13-1M,2026-09-17,2026-09-17,SMALL_VALUE,IWN,216.73,tiingo_eod,True
CB-2026-09-13-1M,2026-09-17,2026-09-17,SP500,SPY,762.6,tiingo_eod,True
CB-2026-09-13-1M,2026-09-18,2026-09-18,AEROSPACE_DEFENSE,ITA,213.84,tiingo_eod,True
CB-2026-09-13-1M,2026-09-18,2026-09-18,CASH,,1.0,cash,True
CB-2026-09-13-1M,2026-09-18,2026-09-18,CYBERSECURITY,CIBR,99.87,tiingo_eod,True
CB-2026-09-13-1M,2026-09-18,2026-09-18,INDUSTRIALS,XLI,169.75,tiingo_eod,True
CB-2026-09-13-1M,2026-09-18,2026-09-18,SMALL_CAP,IWM,284.1,tiingo_eod,True
CB-2026-09-13-1M,2026-09-18,2026-09-18,SMALL_VALUE,IWN,215.58,tiingo_eod,True
CB-2026-09-13-1M,2026-09-18,2026-09-18,SP500,SPY,761.69,tiingo_eod,True
CB-2026-09-13-1M,2026-09-21,2026-09-21,AEROSPACE_DEFENSE,ITA,216.14,tiingo_eod,True
CB-2026-09-13-1M,2026-09-21,2026-09-21,CASH,,1.0,cash,True
CB-2026-09-13-1M,2026-09-21,2026-09-21,CYBERSECURITY,CIBR,103.09,tiingo_eod,True
CB-2026-09-13-1M,2026-09-21,2026-09-21,INDUSTRIALS,XLI,169.98,tiingo_eod,True
CB-2026-09-13-1M,2026-09-21,2026-09-21,SMALL_CAP,IWM,285.58,tiingo_eod,True
CB-2026-09-13-1M,2026-09-21,2026-09-21,SMALL_VALUE,IWN,215.95,tiingo_eod,True
CB-2026-09-13-1M,2026-09-21,2026-09-21,SP500,SPY,773.5,tiingo_eod,True
