round_id,model_id,provider,replicate_index,option_id,allocation_bps,allocation_pct,allocation_rank,option_return,return_contribution,rationale
CB-2026-06-15-1M,anthropic-claude-opus-4-7,anthropic,1,SEMICONDUCTORS,3500,35.0,1,-0.0870498848226704,-0.03046745968793464,"Strong momentum, AI capex cycle, Iran de-escalation lowers tail risk for risk assets."
CB-2026-06-15-1M,anthropic-claude-opus-4-7,anthropic,1,MOMENTUM,2000,20.0,2,-0.06282404631557603,-0.012564809263115206,Momentum factor leadership continues with risk-on tape post-oil drop.
CB-2026-06-15-1M,anthropic-claude-opus-4-7,anthropic,1,SOUTH_KOREA,1500,15.0,3,-0.188271461860258,-0.0282407192790387,Semis-heavy export market with strong trend; benefits from chip cycle.
CB-2026-06-15-1M,anthropic-claude-opus-4-7,anthropic,1,NASDAQ100,2000,20.0,4,-0.034232242997007556,-0.006846448599401512,Dovish FOMC potential and falling oil support large-cap growth into July.
CB-2026-06-15-1M,anthropic-claude-opus-4-7,anthropic,1,GOLD,1000,10.0,5,-0.06128477997419557,-0.006128477997419557,Hedge versus sticky CPI surprise and geopolitical reversal risk.
CB-2026-06-15-1M,anthropic-claude-opus-4-8,anthropic,1,SEMICONDUCTORS,3000,30.0,1,-0.0870498848226704,-0.026114965446801117,Strong AI-led momentum and broad participation in the June 15 tech rally; semis leading the leadership cohort with structural demand.
CB-2026-06-15-1M,anthropic-claude-opus-4-8,anthropic,1,NASDAQ100,2500,25.0,2,-0.034232242997007556,-0.008558060749251889,Mega-cap growth strength with falling VIX and Iran de-escalation easing energy/geopolitical risk; benefits from any dovish FOMC tone.
CB-2026-06-15-1M,anthropic-claude-opus-4-8,anthropic,1,MOMENTUM,2000,20.0,3,-0.06282404631557603,-0.012564809263115206,Momentum factor showing best risk-adjusted trend persistence; captures the rotation into winners with diversification across the leadership cohort.
CB-2026-06-15-1M,anthropic-claude-opus-4-8,anthropic,1,TAIWAN,1500,15.0,4,-0.036476470209932055,-0.005471470531489808,Direct semiconductor supply-chain leverage with strong trailing performance; benefits from same AI demand cycle as SMH.
CB-2026-06-15-1M,anthropic-claude-opus-4-8,anthropic,1,GOLD,1000,10.0,5,-0.06128477997419557,-0.006128477997419557,"Hedge against FOMC surprise or renewed geopolitical risk; gold has pulled back, offering a diversifying ballast against the high-beta sleeve."
CB-2026-06-15-1M,google-gemini-3-1-pro,google,1,NASDAQ100,4000,40.0,1,-0.034232242997007556,-0.013692897198803023,"Strong momentum in tech and growth sectors, supported by solid economic data and potential for continued AI-driven gains."
CB-2026-06-15-1M,google-gemini-3-1-pro,google,1,SEMICONDUCTORS,3000,30.0,2,-0.0870498848226704,-0.026114965446801117,"High beta play on the AI and tech theme, showing exceptional recent performance and strong structural tailwinds."
CB-2026-06-15-1M,google-gemini-3-1-pro,google,1,SP500,2000,20.0,3,0.002522537854190876,0.0005045075708381752,Core broad market exposure to capture general equity upside while providing some diversification from pure tech.
CB-2026-06-15-1M,google-gemini-3-1-pro,google,1,GOLD,1000,10.0,4,-0.06128477997419557,-0.006128477997419557,Defensive allocation to hedge against potential volatility spikes or unexpected macro shocks during the one-month window.
CB-2026-06-15-1M,openai-gpt-5-5,openai,1,SEMICONDUCTORS,4000,40.0,1,-0.0870498848226704,-0.03481995392906816,"Strongest AI-linked leadership with exceptional 7-day, 30-day, 6-month, and 1-year momentum; should benefit most if risk appetite and growth leadership persist through the one-month window."
CB-2026-06-15-1M,openai-gpt-5-5,openai,1,SOUTH_KOREA,2500,25.0,2,-0.188271461860258,-0.0470678654650645,"Extreme recent and longer-term momentum with meaningful semiconductor and export sensitivity, offering high beta to the same global tech cycle that has been leading markets."
CB-2026-06-15-1M,openai-gpt-5-5,openai,1,TAIWAN,1500,15.0,3,-0.036476470209932055,-0.005471470531489808,"Direct exposure to semiconductor supply-chain leadership and strong recent momentum, while diversifying geographically from US chip equities."
CB-2026-06-15-1M,openai-gpt-5-5,openai,1,BROAD_AI_TECH,1000,10.0,4,-0.08158633939639759,-0.008158633939639759,Broader AI technology exposure captures continued AI infrastructure and application enthusiasm with less single-industry concentration than semiconductors alone.
CB-2026-06-15-1M,openai-gpt-5-5,openai,1,MOMENTUM,1000,10.0,5,-0.06282404631557603,-0.006282404631557603,"US momentum factor has strong 7-day and 30-day performance and can benefit from trend persistence in a low-volatility, risk-on tape."
CB-2026-06-15-1M,xai-grok-4-3,xai,1,SEMICONDUCTORS,4000,40.0,1,-0.0870498848226704,-0.03481995392906816,Strong recent 30d return of 16.31% and positioning for continued AI-driven demand into July exit.
CB-2026-06-15-1M,xai-grok-4-3,xai,1,NASDAQ100,3000,30.0,2,-0.034232242997007556,-0.010269672899102267,Captured +3.06% daily move on 6/15 with heavy tech weighting likely to benefit from post-deal risk-on sentiment.
CB-2026-06-15-1M,xai-grok-4-3,xai,1,MOMENTUM,2000,20.0,3,-0.06282404631557603,-0.012564809263115206,Leading 30d factor return of 11.86% aligns with trend persistence over the one-month window.
CB-2026-06-15-1M,xai-grok-4-3,xai,1,SMALL_CAP,1000,10.0,4,0.00383515141756674,0.000383515141756674,6.14% 30d return and domestic growth sensitivity ahead of FOMC and retail sales data.
