round_id,model_id,provider,replicate_index,option_id,allocation_bps,allocation_pct,allocation_rank,option_return,return_contribution,rationale
CB-2026-08-04-1M,anthropic-claude-fable-5,anthropic,1,SP500,4000,40.0,1,-0.001477988752654591,-0.0005911955010618364,Record-high close with strong ISM (55.6) and cooling core inflation; solid benchmark core.
CB-2026-08-04-1M,anthropic-claude-fable-5,anthropic,1,SEMICONDUCTORS,2500,25.0,2,-0.01511181261504857,-0.0037779531537621425,"Strongest prior active trend (+39.5% prior 105s) with deep recent pullback (-7.4% active 21s), top-decile quality evidence; AI capex cycle intact per broad tech strength."
CB-2026-08-04-1M,anthropic-claude-fable-5,anthropic,1,TAIWAN,2000,20.0,3,0.09754428142874283,0.01950885628574857,"Very strong prior active trend (+47%) with meaningful recent pullback (-7.4% active), leveraged to same semiconductor demand; weaker dollar (UUP -1.5% 5s) is a tailwind."
CB-2026-08-04-1M,anthropic-claude-fable-5,anthropic,1,ENERGY,1500,15.0,4,0.09466848084245627,0.01420027212636844,"Gulf exports still 16.1 vs 24 mbd prewar, Hormuz status unresolved; sector +7.5% active 21s with negative SPY beta provides hedge against oil-shock scenarios."
CB-2026-08-04-1M,anthropic-claude-opus-4-8,anthropic,1,SP500,5000,50.0,1,-0.001477988752654591,-0.0007389943763272955,Record close with broad breadth (79.7% positive assets over 5 days); solid ISM manufacturing and resilient consumer.
CB-2026-08-04-1M,anthropic-claude-opus-4-8,anthropic,1,CYBERSECURITY,2500,25.0,2,-0.03420463914538319,-0.008551159786345797,"Strong prior active trend with recent pullback (positive pullback rank), robust quality score, secular demand independent of rate path."
CB-2026-08-04-1M,anthropic-claude-opus-4-8,anthropic,1,INDUSTRIALS,2500,25.0,3,-0.0597102696401659,-0.014927567410041476,"ISM Manufacturing PMI jumped to 55.6 with new orders 56.7, production 58.5, supporting cyclical industrials."
CB-2026-08-04-1M,anthropic-claude-opus-5,anthropic,1,SP500,4000,40.0,1,-0.001477988752654591,-0.0005911955010618364,Core benchmark exposure at record highs with broad participation.
CB-2026-08-04-1M,anthropic-claude-opus-5,anthropic,1,BIOTECH,2000,20.0,2,0.0785488196842794,0.015709763936855883,Strong prior relative trend plus deep recent relative pullback; top quality evidence score.
CB-2026-08-04-1M,anthropic-claude-opus-5,anthropic,1,CYBERSECURITY,1500,15.0,3,-0.03420463914538319,-0.005130695871807478,Positive prior and recent active return with no drawdown from 52-week high; lower volatility than other tech sleeves.
CB-2026-08-04-1M,anthropic-claude-opus-5,anthropic,1,LARGE_VALUE,1500,15.0,4,0.0038966414610954736,0.000584496219164321,"Positive 21-day active return, low volatility, shallow drawdown, at 52-week high."
CB-2026-08-04-1M,anthropic-claude-opus-5,anthropic,1,FINANCIALS,1000,10.0,5,0.0038009489949017983,0.00038009489949017986,"Steep curve (30y 5.18% vs 1y 4.04%), positive active return, smallest drawdown among sectors."
CB-2026-08-04-1M,google-gemini-3-1-pro,google,1,TECHNOLOGY,4000,40.0,1,0.0020332055426717233,0.0008132822170686893,Strong momentum and high quality evidence score support continued outperformance.
CB-2026-08-04-1M,google-gemini-3-1-pro,google,1,ENERGY,3000,30.0,2,0.09466848084245627,0.02840054425273688,Geopolitical tensions in the Middle East and tight supply support energy prices.
CB-2026-08-04-1M,google-gemini-3-1-pro,google,1,GOLD,3000,30.0,3,0.0873646804707402,0.026209404141222057,Safe-haven demand amid geopolitical uncertainty and potential rate cuts.
CB-2026-08-04-1M,openai-gpt-5-5,openai,1,SEMICONDUCTORS,3500,35.0,1,-0.01511181261504857,-0.005289134415266999,"Strongest supplied trend-plus-pullback setup among technology candidates, with very high prior active return and high quality evidence, despite high volatility."
CB-2026-08-04-1M,openai-gpt-5-5,openai,1,CYBERSECURITY,1500,15.0,2,-0.03420463914538319,-0.005130695871807478,"Selected as a technology-and-growth holding with positive recent and prior active returns, at a 52-week high, but lower beta than the highest-volatility AI/semiconductor choices."
