option_id,symbol,economic_exposure_cluster,return_5s,active_return_21s,prior_105s_active_return,volatility_63s,max_drawdown_63s,volume_zscore_20v120,corr_spy_252s,beta_spy_252s,distance_52w_high
CASH,,capital_preservation,0.0,0.024098256694319753,-0.15801654089362405,0.0,0.0,0.0,,0.0,
SHORT_TREASURY,BIL,capital_preservation,0.0005466870763175535,0.02672128623435155,-0.1429005057410695,0.0019710877560834097,-0.00010936132902206186,-0.4395344680512574,-0.08156114621986643,-0.0012370386961163774,0.0
SP500,SPY,diversified_us_equity,-0.01095225603357819,0.0,0.0,0.11716085096628866,-0.03376382541890188,-0.9029172020424441,1.0,1.0,-0.030634545174062944
TOTAL_US_MARKET,VTI,diversified_us_equity,-0.011449568644158137,-0.00434756017428517,0.0049834102143839765,0.11575002974738272,-0.03393182409575857,-0.6550011744892522,0.9952956496405094,1.0118414351575424,-0.03393182409575857
NASDAQ100,QQQ,technology_and_growth,-0.016180145467744267,-0.010359934490411726,0.05460253911265056,0.2124519285254265,-0.1055339205452922,-1.0083334396563595,0.9289013883878585,1.4199049667063808,-0.05449654441089813
LARGE_GROWTH,IWF,technology_and_growth,-0.014788368478980685,-0.011326940011821107,-0.029465061820174387,0.1932810662709612,-0.0815011677539561,-0.6403401760578101,0.9338163456084879,1.2858545427629207,-0.06226134867997413
LARGE_VALUE,IWD,diversified_us_equity,-0.007786183924096024,0.006413906730482144,0.029133398003337474,0.09862672950441556,-0.028136933795108177,-0.4819657533782337,0.8040363955534526,0.7029309206552369,-0.028136933795108177
MID_CAP,IJH,diversified_us_equity,-0.020593739432300362,-0.04541587699653904,0.002042916433868225,0.12458999781847406,-0.07176139839897988,-0.6321491059381965,0.814935569514256,0.9779496914475588,-0.07176139839897988
SMALL_CAP,IWM,diversified_us_equity,-0.02055042256902384,-0.039681177678745905,0.060849098464649476,0.13569648849765348,-0.06694016459235075,-0.8079616627415188,0.8211634270531241,1.1980967423120825,-0.06694016459235075
SMALL_VALUE,IWN,diversified_us_equity,-0.01697586938202411,-0.018835769983125084,0.04751113844847343,0.11017087763825623,-0.0470159595541384,-0.7749737073167628,0.7385371547184036,0.938196686987496,-0.0470159595541384
DIVIDEND,SCHD,diversified_us_equity,-0.00733352889410388,0.010974897114267357,-0.031887341917437695,0.12162535717302425,-0.038909400738426525,0.13903786236570195,0.2920002261589889,0.2536918735274417,-0.038909400738426525
LOW_VOL,SPLV,diversified_us_equity,-0.014860848419346095,-0.011337916404933202,-0.1396762288304194,0.11710471721812318,-0.06302341606427131,-0.6621956906754418,0.024027135049089605,0.01967920767333356,-0.06302341606427131
MOMENTUM,MTUM,diversified_us_equity,-0.02863301194961565,-0.043079388742549574,0.14084196826657736,0.3367958764128729,-0.17991425757493573,-0.5888291581502216,0.7628843244516291,1.5650171094602787,-0.12973148793781641
TECHNOLOGY,XLK,technology_and_growth,-0.020971948687922515,-0.00947677483153142,0.20918143732290906,0.29280931006014543,-0.13312516263335938,-1.178525835776741,0.8511566869636572,1.744206178043414,-0.07094411039829318
COMMUNICATIONS,XLC,technology_and_growth,0.019579536226653538,0.0437697961276351,-0.1918533096928905,0.2044093498729127,-0.0705591815134945,-0.906717641311444,0.5573131475814896,0.6635487622673202,-0.05347297838943976
CONSUMER_DISCRETIONARY,XLY,consumer_cyclical,-0.020273875155610743,-0.032175833241440355,-0.12235687069435897,0.20746336983713584,-0.08076088770231926,-0.8529895040017149,0.7681049852428686,1.1615533652988563,-0.11163074272956341
CONSUMER_STAPLES,XLP,consumer_defensive,0.0033714629741119495,0.00815588541420631,-0.14562599573777857,0.16954502229419072,-0.05031446540880513,-0.6440717855841577,-0.0564411145547931,-0.06326584301912379,-0.06252161825760039
HEALTHCARE,XLV,healthcare_and_biotech,0.007143714731660422,0.02840834349467891,-0.03218283652262288,0.1936781876711772,-0.058743169398907114,-0.8282117858923104,0.22376376926280728,0.2807105362071987,-0.04502504553734055
FINANCIALS,XLF,financials,-0.019803715387311627,-0.004557526563755965,0.01380617008413032,0.12957340685413535,-0.044911202185792365,-0.6118094980503802,0.5425349161413774,0.6173558240284988,-0.044911202185792365
INDUSTRIALS,XLI,industrials_and_defense,-0.01792886663950166,-0.07041655653024004,-0.033125903554475755,0.16327620316839572,-0.09543724197093983,-0.4867447179053689,0.7133572611476839,0.9572330608573202,-0.09543724197093983
ENERGY,XLE,energy,-0.019598836319093538,0.04726859865660815,-0.07388314799816875,0.21579302868938238,-0.03927065170810817,-0.6068334926477601,-0.17638081179801704,-0.30080871360930217,-0.028818443804034644
MATERIALS,XLB,materials_and_mining,-0.020042809885191692,-0.011889492157135084,-0.09450178868317183,0.17263564873715959,-0.06167318800074528,-0.3179798508471917,0.5377665389902198,0.7444595135805608,-0.06167318800074528
UTILITIES,XLU,rate_sensitive_defensive,-0.03772706101537027,-0.04063691759268795,-0.20811807753649214,0.1452246167735806,-0.10736660185785263,-0.19794469457707117,0.12087761332135928,0.14322389303993605,-0.12276128143220144
REAL_ESTATE,XLRE,rate_sensitive_defensive,-0.013821700069108322,-0.020960855507330844,-0.09247566180432432,0.14595753840388584,-0.0695500978048249,-0.47965717990434026,0.2503489466910294,0.27292479949589654,-0.0695500978048249
INTERMEDIATE_TREASURY,IEF,rates_and_duration,-0.01267751237825776,0.004894301507646581,-0.17658685138588637,0.04719102215353361,-0.03565245469711242,-0.19068495491133977,0.28654149527199413,0.1027028085903856,-0.05234850042666506
LONG_TREASURY,TLT,rates_and_duration,-0.01040009788327434,0.02214227279038894,-0.20962958732656067,0.09393395042412603,-0.06634092843020323,0.15710836260880753,0.2361995051924114,0.16754209843639492,-0.08553274224951513
TIPS,TIP,rates_and_duration,-0.013202247191011152,0.011173277767654977,-0.1672481952094973,0.036558023245526414,-0.024549664430916662,-0.27665307709255593,0.25184581825682406,0.06548764721965912,-0.02650170012321973
